0;0;0;0;land;false;plains;1
1;230;81;119;land;false;plains;1
2;0;0;55;land;false;forest;1
3;0;0;205;land;false;forest;1
4;0;0;232;land;false;plains;1
5;0;2;240;land;false;plains;1
6;0;3;20;land;false;forest;1
7;0;3;170;land;false;forest;1
8;0;3;225;land;false;hills;1
9;0;4;248;land;false;desert;1
10;0;6;85;land;false;forest;1
11;0;6;135;land;false;forest;1
12;0;6;190;land;false;plains;1
13;0;8;244;land;false;desert;1
14;0;9;155;land;false;plains;1
15;0;9;200;land;false;forest;1
16;0;10;232;land;false;mountain;1
17;0;12;15;land;false;plains;1
18;0;12;165;land;false;forest;1
19;0;12;240;land;false;desert;1
20;0;14;248;land;false;plains;1
21;0;15;80;land;false;hills;1
22;0;15;130;land;false;mountain;1
23;0;15;185;land;false;plains;1
24;0;15;236;land;false;desert;1
25;48;135;63;land;false;mountain;1
26;0;18;45;land;false;forest;1
27;0;18;150;land;false;hills;1
28;37;104;48;land;false;mountain;1
29;22;63;29;land;false;desert;1
30;0;21;10;land;false;forest;1
31;0;21;65;land;false;forest;1
32;0;21;215;land;false;forest;1
33;28;96;80;land;false;mountain;1
34;0;23;244;land;false;jungle;1
35;0;24;30;land;false;plains;1
36;0;24;75;land;false;marsh;1
37;0;24;180;land;false;forest;1
38;0;27;40;land;false;mountain;1
39;0;27;95;land;false;forest;1
40;0;27;145;land;false;forest;1
41;0;27;248;land;false;mountain;1
42;0;28;236;land;false;desert;1
43;0;29;244;land;false;jungle;1
44;0;30;5;land;false;mountain;1
45;0;30;60;land;false;forest;1
46;0;30;210;land;false;forest;1
47;0;31;232;land;false;plains;1
48;0;32;240;land;false;plains;1
49;0;33;25;land;false;forest;1
50;0;33;248;land;false;jungle;1
51;0;34;236;land;false;jungle;1
52;0;36;90;land;false;plains;1
53;0;36;195;land;false;plains;1
54;0;36;244;land;false;plains;1
55;0;37;232;land;false;plains;1
56;0;38;240;land;false;plains;1
57;0;39;55;land;false;forest;1
58;0;39;205;land;false;mountain;1
59;0;39;248;land;false;jungle;1
60;0;42;20;land;false;forest;1
61;0;42;170;land;false;forest;1
62;0;42;225;land;false;forest;1
63;0;45;85;land;false;forest;1
64;0;45;135;land;false;plains;1
65;0;45;190;land;false;mountain;1
66;0;48;50;land;false;plains;1
67;0;48;155;land;false;plains;1
68;0;51;15;land;false;plains;1
69;0;51;70;land;false;forest;1
70;0;51;220;land;false;forest;1
71;0;54;35;land;false;forest;1
72;0;54;185;land;false;forest;1
73;0;57;0;land;false;plains;1
74;0;57;45;land;false;forest;1
75;0;57;150;land;false;forest;1
76;0;60;10;land;false;hills;1
77;0;60;65;land;false;forest;1
78;0;60;215;land;false;desert;1
79;0;63;30;land;false;forest;1
80;0;63;180;land;false;forest;1
81;0;66;95;land;false;forest;1
82;0;66;145;land;false;forest;1
83;0;66;200;land;false;plains;1
84;0;69;60;land;false;plains;1
85;0;69;165;land;false;forest;1
86;0;69;210;land;false;forest;1
87;0;72;25;land;false;forest;1
88;0;72;130;land;false;forest;1
89;0;72;175;land;false;forest;1
90;0;75;90;land;false;forest;1
91;0;75;140;land;false;mountain;1
92;0;78;55;land;false;forest;1
93;0;78;160;land;false;plains;1
94;0;81;20;land;false;forest;1
95;0;81;75;land;false;marsh;1
96;0;81;225;land;false;marsh;1
97;0;84;40;land;false;forest;1
98;0;84;85;land;false;forest;1
99;0;84;190;land;false;forest;1
100;0;87;5;land;false;forest;1
101;0;87;50;land;false;forest;1
102;0;87;155;land;false;mountain;1
103;0;90;15;land;false;forest;1
104;0;90;70;land;false;plains;1
105;0;90;220;land;false;forest;1
106;0;93;35;land;false;forest;1
107;0;93;185;land;false;hills;1
108;0;96;0;land;false;forest;1
109;0;96;150;land;false;forest;1
110;0;96;205;land;false;forest;1
111;0;99;65;land;false;mountain;1
112;0;99;170;land;false;forest;1
